generation,N_shifts,logPrior,logLik,eventRate,acceptRate
2996000,7,-1.0447,4623.95,0.401721,0.093
2998000,7,-4.98211,4617.36,0.609502,0.0825
3000000,9,-5.31721,4661.09,2.61399,0.0864167
3002000,9,-5.19133,4666.25,1.02842,0.09
3004000,9,-12.7491,4666.57,0.550381,0.098
3006000,9,-3.82616,4664.64,0.0807368,0.0865
3008000,9,-5.50221,4669.05,2.88752,0.0845
3010000,9,-4.23797,4674.32,0.236391,0.086
3012000,9,-2.16435,4669.78,0.0479292,0.086
3014000,7,-4.85226,4612.24,0.21447,0.085375
3016000,7,-5.3459,4613.41,1.41982,0.081
3018000,8,-4.23176,4617.06,0.529545,0.0895
3020000,8,-4.44413,4625.11,0.587701,0.0995
3022000,7,-5.24406,4622.25,2.17449,0.0915
3024000,9,-9.5549,4663.55,1.4712,0.0885
3026000,9,-9.28927,4671.34,2.12933,0.0915
3028000,9,-5.71185,4672.94,0.321455,0.0825
3030000,9,-12.8566,4672.96,1.01673,0.096
3032000,9,-12.2252,4673.97,0.33498,0.0945
3034000,9,-6.95104,4665.91,1.32764,0.105
3036000,9,-6.95501,4672.67,1.52953,0.089
3038000,9,-6.40602,4679.21,0.397983,0.084
3040000,9,-7.14924,4675.32,3.47335,0.075
3042000,9,-5.29607,4677.07,1.28356,0.083
3044000,7,-7.92024,4611.2,4.78955,0.0864091
3046000,9,-2.85704,4679.75,0.0680491,0.0915
3048000,9,-4.69807,4679.95,0.141593,0.0925
3050000,9,-3.60053,4678.61,0.0626931,0.0915
3052000,7,-4.65177,4613.8,0.0692016,0.093
3054000,7,-4.22961,4608.08,0.263783,0.0855
3056000,9,-9.23048,4681.47,0.194644,0.092
3058000,9,-7.1577,4675.08,0.134592,0.092
3060000,7,-8.35623,4594.29,0.457648,0.0885
3062000,7,-5.49258,4600.47,0.648324,0.089
3064000,7,-7.54319,4600.78,0.692371,0.0925
3066000,7,-5.47851,4600.6,1.0285,0.0745
3068000,7,-4.41735,4606.08,1.53938,0.0975
3070000,7,-6.74592,4599.77,0.744699,0.084
3072000,9,-13.2933,4683.46,0.892107,0.089
3074000,9,-13.4086,4684.43,1.01985,0.0865
3076000,9,-9.66114,4679.22,5.0589,0.0855
3078000,9,-6.22589,4679.53,1.72838,0.077
3080000,9,-8.53726,4685.4,0.780974,0.087
3082000,9,-8.8045,4679.44,0.807252,0.1005
3084000,9,-9.28501,4680.77,2.74297,0.098
3086000,9,-12.333,4686.67,0.714713,0.0895
3088000,9,-14.0746,4686.82,1.71859,0.0875
3090000,9,-12.9998,4688.8,1.71841,0.085
3092000,9,-9.80993,4695.52,0.0579631,0.071
3094000,9,-11.3015,4692.05,0.730451,0.076
3096000,9,-10.7334,4692.15,0.303174,0.0905
3098000,9,-9.39981,4688.43,0.404529,0.0915
3100000,9,-12.0896,4689.75,2.43696,0.0925
3102000,9,-9.96069,4693.7,0.0576333,0.0795
3104000,8,-13.518,4684.16,0.852703,0.0805
3106000,8,-10.8539,4678.98,0.658543,0.077
3108000,8,-10.3536,4682.17,1.71816,0.086
3110000,8,-10.9324,4688.33,1.7054,0.0965
3112000,8,-13.8625,4687.15,0.711911,0.087
3114000,8,-6.55283,4682.08,1.39335,0.0855
3116000,8,-3.85873,4684.42,1.64862,0.093
3118000,8,-5.58719,4682.24,0.660734,0.0955
3120000,8,-6.99348,4685.53,0.180195,0.086
3122000,8,-3.95856,4681.11,1.56795,0.0885
3124000,8,-4.5509,4670.58,0.273211,0.083
3126000,8,-4.89524,4667.07,0.463818,0.092
3128000,7,-7.50283,4607.03,0.0765507,0.0848966
3130000,7,-8.03562,4604.71,1.03954,0.091
3132000,7,-11.7588,4603.87,2.76747,0.0755
3134000,8,-8.37377,4666.95,1.19357,0.088125
3136000,8,-10.9388,4661.71,1.54619,0.0905
3138000,8,-6.03094,4672.72,0.593382,0.082
3140000,8,-8.66281,4672.96,0.936547,0.0885
3142000,8,-13.7453,4670.95,3.70267,0.086
3144000,8,-9.5802,4670.18,1.85118,0.0935
3146000,8,-6.65261,4676.89,0.325506,0.0825
3148000,8,-6.11925,4677.76,0.61043,0.0795
3150000,8,-4.7581,4677.15,0.223246,0.09
3152000,8,-6.59617,4676.12,2.07772,0.0865
3154000,7,-5.96285,4606.39,0.00464804,0.0855
3156000,7,-4.37644,4607.39,0.0102832,0.0895
3158000,7,-2.06055,4611.84,0.635393,0.088
3160000,8,-4.18896,4676.14,0.0309923,0.087
3162000,8,-5.23275,4675.31,1.65098,0.099
3164000,8,-3.07708,4676.51,0.203201,0.077
3166000,8,-4.15495,4677.73,0.235839,0.089
3168000,8,-6.73842,4676.62,0.357152,0.0795
3170000,8,-4.921,4674.97,2.59218,0.0935
3172000,8,-7.69168,4674.05,0.540825,0.087
3174000,8,-12.4709,4676.52,1.77772,0.0775
3176000,8,-1.52671,4677.51,1.0128,0.095
3178000,8,-3.55673,4675.41,2.36846,0.0835
3180000,8,-5.19577,4683.4,2.30407,0.0965
3182000,7,-4.20692,4631.02,0.811038,0.0852917
3184000,7,-2.9464,4630.78,1.16241,0.0935
3186000,7,-3.33635,4632.37,1.31263,0.084
3188000,7,-1.11459,4631.02,0.123291,0.095
3190000,7,-2.27272,4638.62,1.29658,0.091
3192000,7,-5.45748,4634.13,2.90948,0.0805
3194000,7,-3.51952,4638.69,0.0206227,0.096
3196000,7,-0.247126,4638.22,0.309103,0.087
3198000,7,-4.75308,4640.9,1.57911,0.091
3200000,7,-4.48649,4645.4,1.00237,0.1065
3202000,8,-7.58295,4681.7,2.94786,0.0936364
3204000,7,-3.91642,4640.87,0.273977,0.087
3206000,7,-5.86641,4641.76,0.0782249,0.0935
3208000,8,-2.06777,4683.06,0.232301,0.0905
3210000,8,-4.40263,4675.71,0.00317598,0.087
3212000,8,-4.23404,4676.9,0.0933204,0.099
3214000,8,-2.34467,4674.53,0.742432,0.0845
3216000,7,-3.00906,4635.15,0.784294,0.0879
3218000,8,-5.50627,4635.6,3.3835,0.077
3220000,7,-4.59222,4636.47,1.39221,0.0865
3222000,7,-6.60767,4637.72,2.22232,0.101
3224000,7,-1.99391,4639.6,0.889347,0.089
3226000,7,-3.36122,4641.53,1.53438,0.088
3228000,8,-2.89511,4666.19,0.145501,0.0915
3230000,8,-4.72174,4663.39,1.11275,0.0885
3232000,8,-4.25099,4666.95,0.036923,0.096
3234000,8,-3.4572,4668.68,0.0977243,0.083
3236000,7,-3.30861,4651.43,1.75067,0.087
3238000,8,-14.1465,4663.54,0.799341,0.091
3240000,8,-7.84853,4665.03,0.179558,0.087
3242000,8,-8.15675,4671.5,1.40598,0.0985
3244000,8,-8.49388,4674.04,0.566542,0.0805
3246000,8,-6.6828,4665.34,0.0804885,0.087
3248000,8,-1.94192,4666.1,1.10999,0.0795
3250000,8,-4.51519,4657.83,3.27576,0.0915
3252000,8,-5.17646,4664.21,1.44271,0.0815
3254000,8,-8.95428,4666.68,2.79882,0.0745
3256000,8,-11.2625,4663.78,2.59268,0.078
3258000,8,-10.9852,4664.68,1.48709,0.0935
3260000,8,-8.16283,4664.71,0.353519,0.092
3262000,8,-3.97914,4667.98,0.775505,0.086
3264000,8,-5.04218,4666.54,0.356611,0.093
3266000,8,-7.56284,4673.29,0.972873,0.0955
3268000,8,-2.33755,4679.87,1.57441,0.094
3270000,7,-7.51028,4655.02,1.41752,0.0846176
3272000,7,-7.14691,4662.26,2.96078,0.087
3274000,8,-6.80609,4678.18,4.18122,0.0873333
3276000,7,-5.28518,4666.75,2.79263,0.08575
3278000,9,-6.09619,4681.99,0.665282,0.09075
3280000,8,-4.1382,4684.97,0.330363,0.093
3282000,7,-2.41438,4662.3,0.251165,0.0883333
3284000,7,-3.28936,4658.95,2.174,0.0845
3286000,7,-3.729,4658.21,0.351647,0.0905
3288000,8,-7.93586,4686.7,0.449817,0.08675
3290000,8,-7.95719,4695.02,0.297594,0.0895
3292000,8,-7.3081,4695.6,0.957741,0.092
3294000,8,-5.29377,4689.8,0.278922,0.099
3296000,8,-7.03288,4691.7,0.550219,0.0855
3298000,8,-4.95123,4689.38,0.0890598,0.1
3300000,8,-4.61268,4692.31,0.131305,0.104
3302000,8,-6.97783,4690.74,0.605033,0.0965
3304000,7,-8.45544,4674.81,3.18493,0.0873889
3306000,7,-10.9902,4672.48,1.96129,0.077
3308000,7,-10.0991,4671.91,4.33624,0.08
3310000,7,-4.60202,4669.16,1.49075,0.081
3312000,7,-3.57865,4673.55,0.761725,0.088
3314000,8,-7.54625,4698.82,2.11101,0.087
3316000,8,-5.92224,4698.18,0.888742,0.095
3318000,8,-7.55477,4702.08,0.300945,0.089
3320000,8,-8.29479,4696.97,0.0965533,0.086
3322000,8,-3.32906,4695.42,0.190069,0.0905
3324000,7,-6.12497,4680.08,0.352813,0.0859167
3326000,8,-1.27685,4697.88,0.146007,0.09
3328000,8,-1.4611,4699.35,0.29441,0.0865
3330000,8,-0.958813,4699.97,0.0481421,0.089
3332000,7,-0.969075,4680,0.00347878,0.08725
3334000,7,-0.869067,4676.21,0.605694,0.083
3336000,8,-1.87095,4682.95,0.159828,0.0815
3338000,7,-6.62357,4682.15,3.8114,0.0815
3340000,7,-3.72059,4681.46,3.20023,0.088
3342000,8,-6.34065,4696.81,0.830082,0.0869167
3344000,8,-3.02295,4693.05,0.153685,0.092
3346000,8,-5.51817,4696.13,0.33204,0.0945
3348000,7,-2.37402,4684.4,0.0178454,0.09025
3350000,8,-1.68791,4695.62,1.37308,0.0975
3352000,7,-5.0339,4683.03,1.81176,0.094
3354000,7,-4.30371,4686.75,1.89955,0.0935
3356000,7,-6.17326,4685.77,0.517397,0.086
3358000,7,-4.97948,4684.38,0.0900548,0.091
3360000,8,-1.44623,4699.69,1.44576,0.0916
3362000,8,0.318575,4694.24,0.747235,0.087
3364000,8,-3.76319,4698.2,0.277363,0.0885
3366000,8,-0.124601,4686.07,0.125852,0.090125
3368000,8,-4.22601,4687.78,3.30602,0.0895
3370000,7,-2.84948,4683.97,1.06587,0.089
3372000,7,-2.82383,4686.92,0.423786,0.0965
3374000,7,-7.38156,4686.11,0.895118,0.079
3376000,7,-3.57179,4686.87,1.0523,0.083
3378000,7,-2.89178,4683.69,2.21617,0.0815
3380000,7,-2.95284,4684.18,1.06249,0.091
3382000,7,-3.36366,4685.22,0.419866,0.0835
3384000,7,-3.374,4686.28,0.0487335,0.089
3386000,8,-2.55513,4699.89,0.527283,0.0918636
3388000,7,-1.59364,4682.62,0.118578,0.093
3390000,7,-5.7636,4676.61,0.511348,0.084
3392000,7,-12.8468,4676.66,2.48828,0.091
3394000,7,-7.90202,4677.12,0.859407,0.084
3396000,8,-3.16381,4700.86,0.578834,0.0885
3398000,8,-5.28674,4706.05,0.659468,0.087
3400000,8,-3.94052,4710.17,0.455922,0.1025
3402000,8,-2.52644,4705.48,0.0406404,0.092
3404000,8,-1.82358,4706.42,1.93984,0.09
3406000,8,-2.80321,4710.68,1.89301,0.094
3408000,7,0.209477,4698.75,0.077528,0.0877857
3410000,7,0.15729,4696.95,0.494107,0.0805
3412000,8,-2.14908,4713.94,0.521261,0.0893333
3414000,8,-4.31993,4713.29,0.0765985,0.096
3416000,8,-2.54797,4716.39,0.59933,0.0865
3418000,8,-0.357483,4718.96,0.145394,0.079
3420000,8,-2.37337,4719.42,2.34936,0.087
3422000,8,-4.44333,4719.41,1.17701,0.0865
3424000,8,-3.83793,4717.68,0.248987,0.0895
3426000,7,-2.80376,4696.46,1.29214,0.0868125
3428000,7,-3.50367,4691.94,0.511562,0.08
3430000,8,-1.9814,4716.34,0.493794,0.0915
3432000,8,-4.72111,4711.66,1.29959,0.083
3434000,8,-3.61752,4707.65,0.246037,0.0775
3436000,8,-3.76326,4708.47,1.31657,0.088
3438000,8,-5.0667,4707.31,0.345417,0.0935
3440000,8,-8.142,4713.89,1.45366,0.0875
3442000,8,-4.76038,4713.03,0.485019,0.0865
3444000,8,-5.73104,4712.71,1.84825,0.086
3446000,8,-5.69695,4711.55,1.17686,0.0875
3448000,7,-8.55502,4691.7,2.17512,0.08665
3450000,7,-6.19516,4697.22,0.393152,0.0895
3452000,7,-4.1624,4696.47,0.790251,0.082
3454000,7,-7.14034,4700.61,1.4598,0.1005
3456000,7,-5.40296,4694.1,0.520892,0.0935
3458000,7,-5.48118,4694.54,1.22576,0.0855
3460000,8,-4.42561,4706.61,0.0899477,0.0912857
3462000,8,-4.10764,4710.78,0.166508,0.094
3464000,8,-5.94817,4710.08,0.601855,0.084
3466000,8,-7.62954,4705.61,0.393352,0.0925
3468000,7,-1.19991,4699.97,0.893523,0.0858
3470000,7,-4.67742,4699.27,1.10062,0.0915
3472000,7,-4.18186,4698.47,0.0688845,0.0945
3474000,7,-5.51436,4700.15,0.264529,0.075
3476000,8,-1.82768,4697.68,0.531738,0.0865
3478000,7,-5.07702,4697.21,0.789445,0.086
3480000,7,-4.1648,4695.4,0.659722,0.0755
3482000,8,-5.14831,4717.27,1.07883,0.08675
3484000,7,-5.14818,4688.83,1.27246,0.09425
3486000,8,-5.5457,4710.24,1.35355,0.09375
3488000,8,-8.51612,4714.82,2.10482,0.0945
3490000,8,-7.60495,4715.81,0.211996,0.103
3492000,8,-9.86241,4710.54,3.16933,0.094
3494000,7,-8.4328,4701.93,0.372993,0.0943
3496000,7,-1.83262,4707.43,1.84886,0.086
3498000,8,-4.22114,4717.2,1.37114,0.0848333
3500000,8,-4.52342,4718.77,1.45383,0.088
3502000,8,-1.39871,4720.96,1.02198,0.092
3504000,8,-3.95856,4726.67,0.0937168,0.1005
3506000,8,-5.72537,4725.75,0.719994,0.093
3508000,7,-0.352547,4708.08,0.142889,0.08975
3510000,7,-1.90377,4711.97,0.0170016,0.0905
3512000,7,-4.83019,4707.75,0.388508,0.092
3514000,7,-6.61907,4709.34,0.952045,0.0855
3516000,7,-2.42089,4713.23,0.342359,0.0955
3518000,7,-2.29174,4709.08,0.0426233,0.0825
3520000,7,-4.6737,4706.6,1.66649,0.0835
3522000,8,-5.21616,4725.95,1.34397,0.09025
3524000,8,-5.32895,4726.86,0.919865,0.101
3526000,8,-1.72568,4731.63,0.432169,0.0895
3528000,8,-2.88412,4730.7,0.336592,0.0875
3530000,8,-3.24993,4729.45,0.149506,0.0815
3532000,7,-6.04501,4702.91,1.77031,0.0855833
3534000,7,-3.72459,4707.52,0.100955,0.072
3536000,7,-3.10806,4706.38,0.459005,0.0925
3538000,7,-3.8153,4697.23,0.188379,0.0755
3540000,8,-6.23044,4735.9,0.85431,0.0835
3542000,8,-8.6824,4733.43,0.789247,0.097
3544000,7,-1.28715,4704.61,0.014749,0.0893333
3546000,8,-7.69995,4735.46,0.431685,0.092
3548000,8,-11.2064,4734.82,0.131798,0.0885
3550000,8,-4.44564,4734.22,0.502301,0.0855
3552000,8,-3.77443,4733.92,0.929632,0.085
3554000,8,-5.97548,4741.87,0.746819,0.0895
3556000,8,-4.13665,4737.58,0.739238,0.084
3558000,7,-3.80251,4710.03,1.75105,0.0843571
3560000,8,-3.26152,4737.36,1.70559,0.09075
3562000,8,-7.40565,4742.99,0.85989,0.077
3564000,8,-4.88085,4739.52,1.81933,0.0805
3566000,8,-4.95814,4746.68,2.11087,0.0915
3568000,8,-4.98884,4747.99,1.26522,0.0845
3570000,7,-4.25003,4712.5,0.553409,0.08325
3572000,7,-8.0498,4706.86,0.0598421,0.082
3574000,7,-12.7322,4711.5,2.44717,0.0935
3576000,8,-6.22653,4748.26,0.408562,0.089875
3578000,8,-11.8225,4740.45,0.335834,0.0855
3580000,8,-12.144,4737.48,2.27911,0.084
3582000,8,-4.03042,4745.01,0.351525,0.0885
3584000,8,-7.53758,4748.53,2.62814,0.09
3586000,8,-12.0648,4752.54,0.185098,0.0975
3588000,8,-12.4607,4753.7,4.51667,0.0845
3590000,8,-7.33119,4751.57,1.51279,0.086
3592000,7,-5.58801,4704.05,0.757986,0.0835556
3594000,7,-1.65799,4709.29,0.177635,0.0835
3596000,7,-1.9066,4701.78,1.87323,0.0915
3598000,8,-8.8878,4750.04,1.49311,0.083875
3600000,8,-5.04175,4744.69,0.975036,0.093
3602000,8,-3.25474,4748.03,0.876564,0.0935
3604000,8,-3.41802,4747.7,0.0880561,0.09
3606000,8,-5.98246,4749.15,0.976575,0.094
3608000,8,-8.87534,4748.28,0.79703,0.0815
3610000,8,-12.094,4748.87,0.307698,0.0915
3612000,7,-3.62361,4707.04,1.77122,0.0861875
3614000,7,-3.54182,4708.44,0.611646,0.0765
3616000,7,-0.888806,4711.78,0.0269252,0.0985
3618000,7,-2.46566,4711.38,0.0681399,0.0915
3620000,8,-7.53763,4747.77,1.86333,0.0915
3622000,8,-5.58616,4752.84,0.513839,0.098
3624000,8,-5.13895,4752.73,1.07494,0.089
3626000,8,-4.7499,4747.23,3.26319,0.0935
3628000,8,-5.3049,4749.25,0.65419,0.0905
3630000,8,-6.72994,4745.73,2.05477,0.0835
3632000,8,-2.09975,4752.11,0.59159,0.0925
3634000,8,-5.06453,4755.58,0.516568,0.083
3636000,8,-2.2909,4753.87,0.28394,0.086
3638000,8,-3.45988,4757.13,0.803281,0.094
3640000,7,-0.103584,4725.1,0.00352563,0.0889091
3642000,7,-4.62836,4724.44,0.460525,0.091
3644000,7,-3.94613,4722.95,0.911618,0.0885
3646000,7,-1.48402,4725.14,0.103427,0.0935
3648000,8,-3.29862,4726.64,0.929751,0.0925
3650000,8,-8.65036,4757.3,1.13555,0.0914167
3652000,8,-5.94767,4758.91,0.118269,0.091
3654000,7,-2.26501,4726.3,0.146057,0.0911667
3656000,7,-3.83866,4732.84,0.762515,0.09
3658000,7,-8.75876,4736.73,2.30779,0.0825
3660000,7,-11.9556,4735.04,4.22686,0.0855
3662000,7,-4.65891,4732.48,0.535922,0.092
3664000,8,-3.03469,4757.2,0.527562,0.0943333
3666000,8,-5.90496,4757.1,0.262626,0.0845
3668000,8,-5.5276,4757.15,0.332176,0.088
3670000,8,-4.34211,4757.99,0.10917,0.1035
3672000,8,-3.99831,4754.1,1.73561,0.0945
3674000,8,-3.85904,4755.19,1.63185,0.095
3676000,8,-6.84829,4755.59,1.01012,0.094
3678000,8,-2.26068,4760.13,0.411193,0.101
3680000,8,-9.70534,4757.4,8.0656,0.079
3682000,7,-4.61907,4726.9,0.13663,0.0913
3684000,7,-4.53525,4727.75,0.0703523,0.0915
3686000,7,-7.11241,4729.83,1.31111,0.087
3688000,7,-4.86125,4733.55,1.55131,0.0835
3690000,8,-2.1924,4773.22,1.1232,0.0869
3692000,8,-3.80515,4776.3,0.243427,0.0975
3694000,8,-1.19854,4772.34,0.268521,0.091
3696000,8,-1.13766,4774.35,0.167014,0.0815
3698000,8,-1.22364,4769.53,0.0413955,0.088
3700000,8,-2.23401,4772.5,0.437098,0.0885
3702000,8,-4.71429,4776.7,2.57082,0.1015
3704000,8,-2.30096,4773.29,1.47577,0.0925
3706000,8,-3.10389,4772.81,0.479182,0.093
3708000,8,-6.26071,4779.72,3.69662,0.0905
3710000,7,-5.73487,4730.42,0.21769,0.0900909
3712000,8,-5.21389,4779.08,0.789995,0.0875
3714000,8,-3.68851,4777.4,1.81883,0.092
3716000,8,-7.49565,4772.46,0.904337,0.0915
3718000,8,-7.3597,4773.39,3.19492,0.0965
3720000,8,-7.53247,4778.16,0.675992,0.093
3722000,8,-11.1491,4785.44,1.80512,0.0935
3724000,8,-6.73294,4780.32,0.886222,0.095
3726000,8,-6.06633,4783.91,0.097832,0.0995
3728000,8,-5.56345,4782.5,1.23732,0.0985
3730000,8,-5.61069,4787.49,0.0457816,0.0925
3732000,8,-3.37305,4785.72,0.903041,0.094
3734000,8,-5.48822,4788.32,0.104592,0.088
3736000,8,-7.47765,4789.69,0.259394,0.1055
3738000,8,-0.148971,4786.84,0.940878,0.1025
3740000,7,-1.67605,4737.66,1.88259,0.0918333
3742000,7,-3.39062,4741.53,0.496785,0.093
3744000,7,-5.21426,4739.94,2.11182,0.0885
3746000,8,-4.99402,4741.14,0.875454,0.079
3748000,7,-1.29579,4739.29,0.585925,0.0805
3750000,7,-6.70234,4741.48,2.03641,0.0825
3752000,8,-6.14232,4789.14,0.404669,0.0896429
3754000,8,-4.90047,4788.15,1.52593,0.101
3756000,8,-2.37233,4794.72,0.221445,0.0915
3758000,8,-3.22719,4796.36,0.437617,0.0835
3760000,8,-5.31327,4794.23,1.61872,0.0875
3762000,9,-5.71547,4793.71,1.35901,0.0895
3764000,8,-5.15654,4794.05,0.291083,0.087
3766000,8,-12.7485,4791.7,2.31098,0.102
3768000,8,-8.08293,4790.1,0.680255,0.0855
3770000,8,-6.48545,4794.54,1.02801,0.0995
3772000,8,-7.3056,4794.89,1.97793,0.095
3774000,8,-4.82437,4801.65,1.21173,0.094
3776000,8,-2.12373,4801.59,0.503698,0.0925
3778000,8,-1.3431,4797.34,0.463983,0.092
3780000,8,-3.50577,4796.99,0.991639,0.107
3782000,8,-3.04468,4798.67,1.00456,0.0845
3784000,8,-5.68502,4796.76,3.60045,0.0895
3786000,8,-3.27094,4798.26,1.91753,0.0885
3788000,8,-2.16885,4802.74,0.185804,0.0885
3790000,8,-3.92758,4799.95,0.360841,0.0935
3792000,8,-1.42991,4800.3,0.169366,0.0855
3794000,8,-3.7525,4800.3,0.415318,0.0845
3796000,7,-7.64664,4743.83,1.48358,0.0885217
3798000,7,-1.87043,4742.49,0.859794,0.097
3800000,8,-4.96796,4807.36,0.408524,0.0971667
3802000,8,-3.95425,4805.69,0.250497,0.0965
3804000,8,-6.27187,4809.65,0.55626,0.083
3806000,8,-9.35235,4805.73,0.438129,0.0765
3808000,8,-8.18279,4805.03,0.913834,0.09
3810000,8,-6.95386,4810.28,0.911041,0.0835
3812000,8,-3.36938,4802.3,1.2604,0.097
3814000,8,-6.28023,4806,1.23569,0.086
3816000,7,-2.52799,4741.79,1.19239,0.0846111
3818000,8,-5.81122,4801.98,1.19445,0.085
3820000,8,-3.48014,4800.52,0.895604,0.085
3822000,8,-3.96725,4801.25,0.619958,0.0875
3824000,8,-5.47671,4797.36,2.59219,0.087
3826000,8,-2.74383,4799.41,0.807263,0.0865
3828000,8,-4.20481,4798.49,0.519516,0.08
3830000,8,-6.51889,4802.8,1.53616,0.097
3832000,8,-6.00806,4797.26,0.739825,0.094
3834000,8,-5.23102,4792.72,1.1597,0.089
3836000,7,-2.86439,4756.82,0.87501,0.0881
3838000,7,-3.50099,4757.29,1.3944,0.089
3840000,8,-13.8127,4804.72,2.34378,0.091
3842000,8,-11.2221,4801.52,0.611567,0.0895
3844000,8,-11.056,4803.8,0.939857,0.0975
3846000,7,-7.06968,4756.14,1.40393,0.08475
3848000,7,-2.99569,4762.34,0.514581,0.095
3850000,7,-4.8685,4763.44,0.371046,0.0935
3852000,7,-4.81723,4764.06,1.64374,0.083
3854000,7,-4.94191,4764.22,0.659949,0.0805
3856000,7,-3.51901,4761.82,0.236603,0.094
3858000,7,-1.44302,4766.69,0.941671,0.087
3860000,8,-6.25854,4805.42,0.291691,0.090625
3862000,7,-0.32832,4765.18,0.141713,0.0885
3864000,7,-4.3748,4762.01,2.63377,0.0935
3866000,7,-7.43455,4759.61,3.94665,0.099
3868000,7,-6.24692,4760.49,0.328328,0.0915
3870000,8,-3.20228,4814.99,0.0107712,0.0928
3872000,8,-4.71542,4815.31,0.388882,0.0945
3874000,8,-7.12612,4819.8,0.538853,0.0885
3876000,8,-7.20868,4815.24,1.108,0.089
3878000,8,-7.48373,4814.85,0.844955,0.087
3880000,8,-5.81181,4819.69,1.17672,0.0945
3882000,8,-3.84735,4820.84,0.374526,0.0825
3884000,8,-1.88383,4818.32,0.161441,0.0855
3886000,8,-4.99499,4821.05,0.00698714,0.0895
3888000,8,-6.95501,4814.07,1.30708,0.074
3890000,8,-5.25858,4817.85,2.46482,0.0835
3892000,7,-3.38414,4761.44,3.27629,0.0855833
3894000,7,-6.08846,4763.23,2.10834,0.1005
3896000,7,-5.55161,4754.63,0.499595,0.09
3898000,8,-6.09794,4822.87,0.542299,0.09225
3900000,8,-4.68742,4821.55,1.53195,0.0855
3902000,8,-4.30224,4824.74,0.356997,0.087
3904000,8,-8.23236,4824.89,0.0112101,0.0825
3906000,8,-15.3343,4821.96,0.629328,0.0925
3908000,8,-8.23245,4823.47,0.475959,0.097
3910000,8,-11.4969,4815.33,0.189177,0.083
3912000,8,-8.64761,4814.91,0.524204,0.076
3914000,7,-6.10132,4765.86,0.00412659,0.0860556
3916000,8,-7.52686,4818.42,0.316196,0.08675
3918000,8,-7.84974,4819.63,0.703276,0.088
3920000,8,-8.33933,4819.12,2.92305,0.082
3922000,7,-2.76496,4776.15,3.03173,0.08675
3924000,7,-1.10739,4771.8,0.458801,0.083
3926000,7,-2.4867,4769.66,1.66098,0.0865
3928000,7,-4.5123,4772.98,2.0032,0.093
3930000,7,0.15344,4766.26,0.0508695,0.0855
3932000,7,-4.70963,4772.55,2.647,0.079
3934000,7,-6.91742,4771.69,0.145356,0.087
3936000,8,-5.52621,4828.67,1.31689,0.088875
3938000,8,-5.95996,4828.04,0.879449,0.0805
3940000,8,-4.26289,4827.71,1.88055,0.088
3942000,8,-3.11387,4825.86,0.61263,0.0895
3944000,7,-2.26847,4775,1.05434,0.0866
3946000,7,-1.03481,4776.08,1.7616,0.0855
3948000,8,-5.78296,4826.69,0.0852652,0.0836667
3950000,8,-4.57524,4823.81,0.27406,0.0815
3952000,8,-6.46929,4820.96,0.00520274,0.0985
3954000,8,-6.21547,4827.13,0.0078022,0.0815
3956000,8,-4.17809,4825.78,1.28331,0.0915
3958000,7,-3.35762,4780.16,0.320645,0.0848333
3960000,7,-6.67814,4780.29,0.225328,0.0925
3962000,8,-4.62835,4825.85,0.338546,0.092
3964000,7,-0.463506,4780.76,0.0791501,0.082
3966000,8,-4.0819,4828.8,1.07183,0.0925
3968000,7,-6.91963,4779.48,1.47049,0.093
3970000,8,-3.52875,4830.56,0.168482,0.09325
3972000,7,-7.04793,4785.79,1.41697,0.0845
3974000,7,-5.34661,4786.99,1.27435,0.0795
3976000,7,-7.35817,4783.77,0.559184,0.08
3978000,8,-9.1117,4824.36,1.28429,0.0885
3980000,8,-8.66689,4821.44,0.52896,0.092
3982000,7,-2.46021,4792.41,0.0670817,0.0898333
3984000,8,-9.216,4833.29,3.73981,0.08625
3986000,8,-3.57102,4833.84,0.106435,0.0915
3988000,8,-8.24507,4832.73,2.90779,0.093
3990000,8,-3.20536,4833.48,0.143973,0.089
3992000,8,-4.24721,4835.51,0.501308,0.09
3994000,7,-3.60766,4785.07,0.208898,0.0899167
3996000,7,-3.95761,4787.72,1.16853,0.0845
3998000,7,-2.88866,4788.65,0.0669291,0.079
4000000,8,-2.23302,4837.34,1.49329,0.083875
4002000,8,-2.43816,4840.98,0.343252,0.1005
4004000,8,-2.22073,4841.16,0.0187456,0.098
4006000,8,-3.86834,4833.47,0.00675674,0.09
4008000,8,-0.563907,4839.61,0.0365096,0.0895
4010000,8,-0.317435,4835.86,0.231507,0.088
4012000,8,-6.3412,4834.09,1.99727,0.089
4014000,8,-5.55341,4833.2,1.88737,0.084
4016000,8,-7.57397,4832.37,1.94241,0.094
4018000,8,-10.868,4830.95,2.22688,0.092
4020000,8,-6.5867,4832.43,0.423923,0.0935
4022000,8,-3.19824,4834.57,0.249468,0.092
4024000,7,-3.52752,4791.22,0.672462,0.0874231
4026000,8,-6.94406,4826.55,2.67858,0.0915
4028000,8,-1.56048,4827.38,0.476681,0.087
4030000,8,-2.79198,4826.63,2.13637,0.097
4032000,8,-0.922927,4830.15,1.24067,0.0935
4034000,8,-2.16363,4832.82,0.539373,0.0885
4036000,7,-5.90999,4789.94,1.65772,0.0923333
4038000,8,-4.46859,4835.57,0.73714,0.09675
4040000,8,-5.31555,4839.46,1.14325,0.087
